antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction,Region
"frozenset({'SPACEBOY LUNCH BOX ', 'DOLLY GIRL LUNCH BOX'})",frozenset({'LUNCH BAG DOLLY GIRL DESIGN'}),0.105263158,0.087719298,0.070175439,0.666666667,7.6,0.060941828,2.736842105,Australia
"frozenset({'LUNCH BAG DOLLY GIRL DESIGN', 'DOLLY GIRL LUNCH BOX'})",frozenset({'SPACEBOY LUNCH BOX '}),0.070175439,0.105263158,0.070175439,1,9.5,0.06278855,inf,Australia
frozenset({'SPACEBOY LUNCH BOX '}),"frozenset({'LUNCH BAG DOLLY GIRL DESIGN', 'DOLLY GIRL LUNCH BOX'})",0.105263158,0.070175439,0.070175439,0.666666667,9.5,0.06278855,2.789473684,Australia
frozenset({'LUNCH BAG DOLLY GIRL DESIGN'}),"frozenset({'SPACEBOY LUNCH BOX ', 'DOLLY GIRL LUNCH BOX'})",0.087719298,0.105263158,0.070175439,0.8,7.6,0.060941828,4.473684211,Australia
frozenset({'DOLLY GIRL LUNCH BOX'}),"frozenset({'SPACEBOY LUNCH BOX ', 'LUNCH BAG DOLLY GIRL DESIGN'})",0.105263158,0.070175439,0.070175439,0.666666667,9.5,0.06278855,2.789473684,Australia
"frozenset({'REGENCY CAKESTAND 3 TIER', 'ROSES REGENCY TEACUP AND SAUCER '})",frozenset({'DOLLY GIRL LUNCH BOX'}),0.087719298,0.105263158,0.087719298,1,9.5,0.078485688,inf,Australia
"frozenset({'REGENCY CAKESTAND 3 TIER', 'DOLLY GIRL LUNCH BOX'})",frozenset({'ROSES REGENCY TEACUP AND SAUCER '}),0.087719298,0.140350877,0.087719298,1,7.125,0.075407818,inf,Australia
"frozenset({'ROSES REGENCY TEACUP AND SAUCER ', 'DOLLY GIRL LUNCH BOX'})",frozenset({'REGENCY CAKESTAND 3 TIER'}),0.087719298,0.105263158,0.087719298,1,9.5,0.078485688,inf,Australia
frozenset({'REGENCY CAKESTAND 3 TIER'}),"frozenset({'ROSES REGENCY TEACUP AND SAUCER ', 'DOLLY GIRL LUNCH BOX'})",0.105263158,0.087719298,0.087719298,0.833333333,9.5,0.078485688,5.473684211,Australia
frozenset({'ROSES REGENCY TEACUP AND SAUCER '}),"frozenset({'REGENCY CAKESTAND 3 TIER', 'DOLLY GIRL LUNCH BOX'})",0.140350877,0.087719298,0.087719298,0.625,7.125,0.075407818,2.432748538,Australia
frozenset({'DOLLY GIRL LUNCH BOX'}),"frozenset({'REGENCY CAKESTAND 3 TIER', 'ROSES REGENCY TEACUP AND SAUCER '})",0.105263158,0.087719298,0.087719298,0.833333333,9.5,0.078485688,5.473684211,Australia
"frozenset({'REGENCY CAKESTAND 3 TIER', 'SPACEBOY LUNCH BOX '})",frozenset({'DOLLY GIRL LUNCH BOX'}),0.087719298,0.105263158,0.087719298,1,9.5,0.078485688,inf,Australia
"frozenset({'REGENCY CAKESTAND 3 TIER', 'DOLLY GIRL LUNCH BOX'})",frozenset({'SPACEBOY LUNCH BOX '}),0.087719298,0.105263158,0.087719298,1,9.5,0.078485688,inf,Australia
"frozenset({'SPACEBOY LUNCH BOX ', 'DOLLY GIRL LUNCH BOX'})",frozenset({'REGENCY CAKESTAND 3 TIER'}),0.105263158,0.105263158,0.087719298,0.833333333,7.916666667,0.076638966,5.368421053,Australia
frozenset({'REGENCY CAKESTAND 3 TIER'}),"frozenset({'SPACEBOY LUNCH BOX ', 'DOLLY GIRL LUNCH BOX'})",0.105263158,0.105263158,0.087719298,0.833333333,7.916666667,0.076638966,5.368421053,Australia
frozenset({'SPACEBOY LUNCH BOX '}),"frozenset({'REGENCY CAKESTAND 3 TIER', 'DOLLY GIRL LUNCH BOX'})",0.105263158,0.087719298,0.087719298,0.833333333,9.5,0.078485688,5.473684211,Australia
frozenset({'DOLLY GIRL LUNCH BOX'}),"frozenset({'REGENCY CAKESTAND 3 TIER', 'SPACEBOY LUNCH BOX '})",0.105263158,0.087719298,0.087719298,0.833333333,9.5,0.078485688,5.473684211,Australia
"frozenset({'SPACEBOY LUNCH BOX ', 'ROSES REGENCY TEACUP AND SAUCER '})",frozenset({'DOLLY GIRL LUNCH BOX'}),0.087719298,0.105263158,0.087719298,1,9.5,0.078485688,inf,Australia
"frozenset({'SPACEBOY LUNCH BOX ', 'DOLLY GIRL LUNCH BOX'})",frozenset({'ROSES REGENCY TEACUP AND SAUCER '}),0.105263158,0.140350877,0.087719298,0.833333333,5.9375,0.072945522,5.157894737,Australia
"frozenset({'ROSES REGENCY TEACUP AND SAUCER ', 'DOLLY GIRL LUNCH BOX'})",frozenset({'SPACEBOY LUNCH BOX '}),0.087719298,0.105263158,0.087719298,1,9.5,0.078485688,inf,Australia
frozenset({'SPACEBOY LUNCH BOX '}),"frozenset({'ROSES REGENCY TEACUP AND SAUCER ', 'DOLLY GIRL LUNCH BOX'})",0.105263158,0.087719298,0.087719298,0.833333333,9.5,0.078485688,5.473684211,Australia
frozenset({'ROSES REGENCY TEACUP AND SAUCER '}),"frozenset({'SPACEBOY LUNCH BOX ', 'DOLLY GIRL LUNCH BOX'})",0.140350877,0.105263158,0.087719298,0.625,5.9375,0.072945522,2.385964912,Australia
frozenset({'DOLLY GIRL LUNCH BOX'}),"frozenset({'SPACEBOY LUNCH BOX ', 'ROSES REGENCY TEACUP AND SAUCER '})",0.105263158,0.087719298,0.087719298,0.833333333,9.5,0.078485688,5.473684211,Australia
"frozenset({'SPACEBOY LUNCH BOX ', 'DOLLY GIRL LUNCH BOX'})",frozenset({'ROUND SNACK BOXES SET OF4 WOODLAND '}),0.105263158,0.070175439,0.070175439,0.666666667,9.5,0.06278855,2.789473684,Australia
"frozenset({'SPACEBOY LUNCH BOX ', 'ROUND SNACK BOXES SET OF4 WOODLAND '})",frozenset({'DOLLY GIRL LUNCH BOX'}),0.070175439,0.105263158,0.070175439,1,9.5,0.06278855,inf,Australia
"frozenset({'ROUND SNACK BOXES SET OF4 WOODLAND ', 'DOLLY GIRL LUNCH BOX'})",frozenset({'SPACEBOY LUNCH BOX '}),0.070175439,0.105263158,0.070175439,1,9.5,0.06278855,inf,Australia
frozenset({'SPACEBOY LUNCH BOX '}),"frozenset({'ROUND SNACK BOXES SET OF4 WOODLAND ', 'DOLLY GIRL LUNCH BOX'})",0.105263158,0.070175439,0.070175439,0.666666667,9.5,0.06278855,2.789473684,Australia
frozenset({'DOLLY GIRL LUNCH BOX'}),"frozenset({'SPACEBOY LUNCH BOX ', 'ROUND SNACK BOXES SET OF4 WOODLAND '})",0.105263158,0.070175439,0.070175439,0.666666667,9.5,0.06278855,2.789473684,Australia
frozenset({'ROUND SNACK BOXES SET OF4 WOODLAND '}),"frozenset({'SPACEBOY LUNCH BOX ', 'DOLLY GIRL LUNCH BOX'})",0.070175439,0.105263158,0.070175439,1,9.5,0.06278855,inf,Australia
"frozenset({'GREEN REGENCY TEACUP AND SAUCER', 'ROSES REGENCY TEACUP AND SAUCER '})",frozenset({'PINK REGENCY TEACUP AND SAUCER'}),0.070175439,0.122807018,0.070175439,1,8.142857143,0.061557402,inf,Australia
"frozenset({'GREEN REGENCY TEACUP AND SAUCER', 'PINK REGENCY TEACUP AND SAUCER'})",frozenset({'ROSES REGENCY TEACUP AND SAUCER '}),0.070175439,0.140350877,0.070175439,1,7.125,0.060326254,inf,Australia
"frozenset({'PINK REGENCY TEACUP AND SAUCER', 'ROSES REGENCY TEACUP AND SAUCER '})",frozenset({'GREEN REGENCY TEACUP AND SAUCER'}),0.087719298,0.070175439,0.070175439,0.8,11.4,0.064019698,4.649122807,Australia
frozenset({'GREEN REGENCY TEACUP AND SAUCER'}),"frozenset({'PINK REGENCY TEACUP AND SAUCER', 'ROSES REGENCY TEACUP AND SAUCER '})",0.070175439,0.087719298,0.070175439,1,11.4,0.064019698,inf,Australia
frozenset({'ROSES REGENCY TEACUP AND SAUCER '}),"frozenset({'GREEN REGENCY TEACUP AND SAUCER', 'PINK REGENCY TEACUP AND SAUCER'})",0.140350877,0.070175439,0.070175439,0.5,7.125,0.060326254,1.859649123,Australia
frozenset({'PINK REGENCY TEACUP AND SAUCER'}),"frozenset({'GREEN REGENCY TEACUP AND SAUCER', 'ROSES REGENCY TEACUP AND SAUCER '})",0.122807018,0.070175439,0.070175439,0.571428571,8.142857143,0.061557402,2.169590643,Australia
"frozenset({'SPACEBOY LUNCH BOX ', 'REGENCY CAKESTAND 3 TIER'})",frozenset({'ROSES REGENCY TEACUP AND SAUCER '}),0.087719298,0.140350877,0.087719298,1,7.125,0.075407818,inf,Australia
"frozenset({'SPACEBOY LUNCH BOX ', 'ROSES REGENCY TEACUP AND SAUCER '})",frozenset({'REGENCY CAKESTAND 3 TIER'}),0.087719298,0.105263158,0.087719298,1,9.5,0.078485688,inf,Australia
"frozenset({'REGENCY CAKESTAND 3 TIER', 'ROSES REGENCY TEACUP AND SAUCER '})",frozenset({'SPACEBOY LUNCH BOX '}),0.087719298,0.105263158,0.087719298,1,9.5,0.078485688,inf,Australia
frozenset({'SPACEBOY LUNCH BOX '}),"frozenset({'REGENCY CAKESTAND 3 TIER', 'ROSES REGENCY TEACUP AND SAUCER '})",0.105263158,0.087719298,0.087719298,0.833333333,9.5,0.078485688,5.473684211,Australia
frozenset({'REGENCY CAKESTAND 3 TIER'}),"frozenset({'SPACEBOY LUNCH BOX ', 'ROSES REGENCY TEACUP AND SAUCER '})",0.105263158,0.087719298,0.087719298,0.833333333,9.5,0.078485688,5.473684211,Australia
frozenset({'ROSES REGENCY TEACUP AND SAUCER '}),"frozenset({'SPACEBOY LUNCH BOX ', 'REGENCY CAKESTAND 3 TIER'})",0.140350877,0.087719298,0.087719298,0.625,7.125,0.075407818,2.432748538,Australia
"frozenset({'SET OF 6 SNACK LOAF BAKING CASES', 'SET OF 12 MINI LOAF BAKING CASES'})",frozenset({'SET OF 12 FAIRY CAKE BAKING CASES'}),0.070175439,0.070175439,0.070175439,1,14.25,0.065250846,inf,Australia
"frozenset({'SET OF 6 SNACK LOAF BAKING CASES', 'SET OF 12 FAIRY CAKE BAKING CASES'})",frozenset({'SET OF 12 MINI LOAF BAKING CASES'}),0.070175439,0.070175439,0.070175439,1,14.25,0.065250846,inf,Australia
"frozenset({'SET OF 12 MINI LOAF BAKING CASES', 'SET OF 12 FAIRY CAKE BAKING CASES'})",frozenset({'SET OF 6 SNACK LOAF BAKING CASES'}),0.070175439,0.070175439,0.070175439,1,14.25,0.065250846,inf,Australia
frozenset({'SET OF 6 SNACK LOAF BAKING CASES'}),"frozenset({'SET OF 12 MINI LOAF BAKING CASES', 'SET OF 12 FAIRY CAKE BAKING CASES'})",0.070175439,0.070175439,0.070175439,1,14.25,0.065250846,inf,Australia
frozenset({'SET OF 12 MINI LOAF BAKING CASES'}),"frozenset({'SET OF 6 SNACK LOAF BAKING CASES', 'SET OF 12 FAIRY CAKE BAKING CASES'})",0.070175439,0.070175439,0.070175439,1,14.25,0.065250846,inf,Australia
frozenset({'SET OF 12 FAIRY CAKE BAKING CASES'}),"frozenset({'SET OF 6 SNACK LOAF BAKING CASES', 'SET OF 12 MINI LOAF BAKING CASES'})",0.070175439,0.070175439,0.070175439,1,14.25,0.065250846,inf,Australia
"frozenset({'SET OF 6 TEA TIME BAKING CASES', 'SET OF 12 MINI LOAF BAKING CASES'})",frozenset({'SET OF 12 FAIRY CAKE BAKING CASES'}),0.070175439,0.070175439,0.070175439,1,14.25,0.065250846,inf,Australia
"frozenset({'SET OF 6 TEA TIME BAKING CASES', 'SET OF 12 FAIRY CAKE BAKING CASES'})",frozenset({'SET OF 12 MINI LOAF BAKING CASES'}),0.070175439,0.070175439,0.070175439,1,14.25,0.065250846,inf,Australia
"frozenset({'SET OF 12 MINI LOAF BAKING CASES', 'SET OF 12 FAIRY CAKE BAKING CASES'})",frozenset({'SET OF 6 TEA TIME BAKING CASES'}),0.070175439,0.070175439,0.070175439,1,14.25,0.065250846,inf,Australia
frozenset({'SET OF 6 TEA TIME BAKING CASES'}),"frozenset({'SET OF 12 MINI LOAF BAKING CASES', 'SET OF 12 FAIRY CAKE BAKING CASES'})",0.070175439,0.070175439,0.070175439,1,14.25,0.065250846,inf,Australia
frozenset({'SET OF 12 MINI LOAF BAKING CASES'}),"frozenset({'SET OF 6 TEA TIME BAKING CASES', 'SET OF 12 FAIRY CAKE BAKING CASES'})",0.070175439,0.070175439,0.070175439,1,14.25,0.065250846,inf,Australia
frozenset({'SET OF 12 FAIRY CAKE BAKING CASES'}),"frozenset({'SET OF 6 TEA TIME BAKING CASES', 'SET OF 12 MINI LOAF BAKING CASES'})",0.070175439,0.070175439,0.070175439,1,14.25,0.065250846,inf,Australia
"frozenset({'SET OF 6 SNACK LOAF BAKING CASES', 'SET OF 6 TEA TIME BAKING CASES'})",frozenset({'SET OF 12 FAIRY CAKE BAKING CASES'}),0.070175439,0.070175439,0.070175439,1,14.25,0.065250846,inf,Australia
"frozenset({'SET OF 6 SNACK LOAF BAKING CASES', 'SET OF 12 FAIRY CAKE BAKING CASES'})",frozenset({'SET OF 6 TEA TIME BAKING CASES'}),0.070175439,0.070175439,0.070175439,1,14.25,0.065250846,inf,Australia
"frozenset({'SET OF 6 TEA TIME BAKING CASES', 'SET OF 12 FAIRY CAKE BAKING CASES'})",frozenset({'SET OF 6 SNACK LOAF BAKING CASES'}),0.070175439,0.070175439,0.070175439,1,14.25,0.065250846,inf,Australia
frozenset({'SET OF 6 SNACK LOAF BAKING CASES'}),"frozenset({'SET OF 6 TEA TIME BAKING CASES', 'SET OF 12 FAIRY CAKE BAKING CASES'})",0.070175439,0.070175439,0.070175439,1,14.25,0.065250846,inf,Australia
frozenset({'SET OF 6 TEA TIME BAKING CASES'}),"frozenset({'SET OF 6 SNACK LOAF BAKING CASES', 'SET OF 12 FAIRY CAKE BAKING CASES'})",0.070175439,0.070175439,0.070175439,1,14.25,0.065250846,inf,Australia
frozenset({'SET OF 12 FAIRY CAKE BAKING CASES'}),"frozenset({'SET OF 6 SNACK LOAF BAKING CASES', 'SET OF 6 TEA TIME BAKING CASES'})",0.070175439,0.070175439,0.070175439,1,14.25,0.065250846,inf,Australia
"frozenset({'SET OF 6 SNACK LOAF BAKING CASES', 'SET OF 12 MINI LOAF BAKING CASES'})",frozenset({'SET OF 6 TEA TIME BAKING CASES'}),0.070175439,0.070175439,0.070175439,1,14.25,0.065250846,inf,Australia
"frozenset({'SET OF 6 SNACK LOAF BAKING CASES', 'SET OF 6 TEA TIME BAKING CASES'})",frozenset({'SET OF 12 MINI LOAF BAKING CASES'}),0.070175439,0.070175439,0.070175439,1,14.25,0.065250846,inf,Australia
"frozenset({'SET OF 6 TEA TIME BAKING CASES', 'SET OF 12 MINI LOAF BAKING CASES'})",frozenset({'SET OF 6 SNACK LOAF BAKING CASES'}),0.070175439,0.070175439,0.070175439,1,14.25,0.065250846,inf,Australia
frozenset({'SET OF 6 SNACK LOAF BAKING CASES'}),"frozenset({'SET OF 6 TEA TIME BAKING CASES', 'SET OF 12 MINI LOAF BAKING CASES'})",0.070175439,0.070175439,0.070175439,1,14.25,0.065250846,inf,Australia
frozenset({'SET OF 12 MINI LOAF BAKING CASES'}),"frozenset({'SET OF 6 SNACK LOAF BAKING CASES', 'SET OF 6 TEA TIME BAKING CASES'})",0.070175439,0.070175439,0.070175439,1,14.25,0.065250846,inf,Australia
frozenset({'SET OF 6 TEA TIME BAKING CASES'}),"frozenset({'SET OF 6 SNACK LOAF BAKING CASES', 'SET OF 12 MINI LOAF BAKING CASES'})",0.070175439,0.070175439,0.070175439,1,14.25,0.065250846,inf,Australia
"frozenset({'SPACEBOY LUNCH BOX ', 'LUNCH BAG DOLLY GIRL DESIGN', 'LUNCH BAG SPACEBOY DESIGN '})",frozenset({'DOLLY GIRL LUNCH BOX'}),0.070175439,0.105263158,0.070175439,1,9.5,0.06278855,inf,Australia
"frozenset({'SPACEBOY LUNCH BOX ', 'LUNCH BAG DOLLY GIRL DESIGN', 'DOLLY GIRL LUNCH BOX'})",frozenset({'LUNCH BAG SPACEBOY DESIGN '}),0.070175439,0.140350877,0.070175439,1,7.125,0.060326254,inf,Australia
"frozenset({'SPACEBOY LUNCH BOX ', 'LUNCH BAG SPACEBOY DESIGN ', 'DOLLY GIRL LUNCH BOX'})",frozenset({'LUNCH BAG DOLLY GIRL DESIGN'}),0.070175439,0.087719298,0.070175439,1,11.4,0.064019698,inf,Australia
"frozenset({'LUNCH BAG DOLLY GIRL DESIGN', 'LUNCH BAG SPACEBOY DESIGN ', 'DOLLY GIRL LUNCH BOX'})",frozenset({'SPACEBOY LUNCH BOX '}),0.070175439,0.105263158,0.070175439,1,9.5,0.06278855,inf,Australia
"frozenset({'SPACEBOY LUNCH BOX ', 'LUNCH BAG DOLLY GIRL DESIGN'})","frozenset({'LUNCH BAG SPACEBOY DESIGN ', 'DOLLY GIRL LUNCH BOX'})",0.070175439,0.070175439,0.070175439,1,14.25,0.065250846,inf,Australia
"frozenset({'SPACEBOY LUNCH BOX ', 'LUNCH BAG SPACEBOY DESIGN '})","frozenset({'LUNCH BAG DOLLY GIRL DESIGN', 'DOLLY GIRL LUNCH BOX'})",0.070175439,0.070175439,0.070175439,1,14.25,0.065250846,inf,Australia
"frozenset({'SPACEBOY LUNCH BOX ', 'DOLLY GIRL LUNCH BOX'})","frozenset({'LUNCH BAG DOLLY GIRL DESIGN', 'LUNCH BAG SPACEBOY DESIGN '})",0.105263158,0.087719298,0.070175439,0.666666667,7.6,0.060941828,2.736842105,Australia
"frozenset({'LUNCH BAG DOLLY GIRL DESIGN', 'LUNCH BAG SPACEBOY DESIGN '})","frozenset({'SPACEBOY LUNCH BOX ', 'DOLLY GIRL LUNCH BOX'})",0.087719298,0.105263158,0.070175439,0.8,7.6,0.060941828,4.473684211,Australia
"frozenset({'LUNCH BAG DOLLY GIRL DESIGN', 'DOLLY GIRL LUNCH BOX'})","frozenset({'SPACEBOY LUNCH BOX ', 'LUNCH BAG SPACEBOY DESIGN '})",0.070175439,0.070175439,0.070175439,1,14.25,0.065250846,inf,Australia
"frozenset({'LUNCH BAG SPACEBOY DESIGN ', 'DOLLY GIRL LUNCH BOX'})","frozenset({'SPACEBOY LUNCH BOX ', 'LUNCH BAG DOLLY GIRL DESIGN'})",0.070175439,0.070175439,0.070175439,1,14.25,0.065250846,inf,Australia
frozenset({'SPACEBOY LUNCH BOX '}),"frozenset({'LUNCH BAG DOLLY GIRL DESIGN', 'LUNCH BAG SPACEBOY DESIGN ', 'DOLLY GIRL LUNCH BOX'})",0.105263158,0.070175439,0.070175439,0.666666667,9.5,0.06278855,2.789473684,Australia
frozenset({'LUNCH BAG DOLLY GIRL DESIGN'}),"frozenset({'SPACEBOY LUNCH BOX ', 'LUNCH BAG SPACEBOY DESIGN ', 'DOLLY GIRL LUNCH BOX'})",0.087719298,0.070175439,0.070175439,0.8,11.4,0.064019698,4.649122807,Australia
frozenset({'LUNCH BAG SPACEBOY DESIGN '}),"frozenset({'SPACEBOY LUNCH BOX ', 'LUNCH BAG DOLLY GIRL DESIGN', 'DOLLY GIRL LUNCH BOX'})",0.140350877,0.070175439,0.070175439,0.5,7.125,0.060326254,1.859649123,Australia
frozenset({'DOLLY GIRL LUNCH BOX'}),"frozenset({'SPACEBOY LUNCH BOX ', 'LUNCH BAG DOLLY GIRL DESIGN', 'LUNCH BAG SPACEBOY DESIGN '})",0.105263158,0.070175439,0.070175439,0.666666667,9.5,0.06278855,2.789473684,Australia
"frozenset({'REGENCY CAKESTAND 3 TIER', 'HOMEMADE JAM SCENTED CANDLES', 'DOLLY GIRL LUNCH BOX'})",frozenset({'CIRCUS PARADE LUNCH BOX '}),0.070175439,0.087719298,0.070175439,1,11.4,0.064019698,inf,Australia
"frozenset({'REGENCY CAKESTAND 3 TIER', 'HOMEMADE JAM SCENTED CANDLES', 'CIRCUS PARADE LUNCH BOX '})",frozenset({'DOLLY GIRL LUNCH BOX'}),0.070175439,0.105263158,0.070175439,1,9.5,0.06278855,inf,Australia
"frozenset({'REGENCY CAKESTAND 3 TIER', 'CIRCUS PARADE LUNCH BOX ', 'DOLLY GIRL LUNCH BOX'})",frozenset({'HOMEMADE JAM SCENTED CANDLES'}),0.070175439,0.087719298,0.070175439,1,11.4,0.064019698,inf,Australia
"frozenset({'CIRCUS PARADE LUNCH BOX ', 'HOMEMADE JAM SCENTED CANDLES', 'DOLLY GIRL LUNCH BOX'})",frozenset({'REGENCY CAKESTAND 3 TIER'}),0.070175439,0.105263158,0.070175439,1,9.5,0.06278855,inf,Australia
"frozenset({'REGENCY CAKESTAND 3 TIER', 'HOMEMADE JAM SCENTED CANDLES'})","frozenset({'CIRCUS PARADE LUNCH BOX ', 'DOLLY GIRL LUNCH BOX'})",0.070175439,0.087719298,0.070175439,1,11.4,0.064019698,inf,Australia
"frozenset({'REGENCY CAKESTAND 3 TIER', 'DOLLY GIRL LUNCH BOX'})","frozenset({'HOMEMADE JAM SCENTED CANDLES', 'CIRCUS PARADE LUNCH BOX '})",0.087719298,0.070175439,0.070175439,0.8,11.4,0.064019698,4.649122807,Australia
"frozenset({'REGENCY CAKESTAND 3 TIER', 'CIRCUS PARADE LUNCH BOX '})","frozenset({'HOMEMADE JAM SCENTED CANDLES', 'DOLLY GIRL LUNCH BOX'})",0.070175439,0.070175439,0.070175439,1,14.25,0.065250846,inf,Australia
"frozenset({'HOMEMADE JAM SCENTED CANDLES', 'DOLLY GIRL LUNCH BOX'})","frozenset({'REGENCY CAKESTAND 3 TIER', 'CIRCUS PARADE LUNCH BOX '})",0.070175439,0.070175439,0.070175439,1,14.25,0.065250846,inf,Australia
"frozenset({'HOMEMADE JAM SCENTED CANDLES', 'CIRCUS PARADE LUNCH BOX '})","frozenset({'REGENCY CAKESTAND 3 TIER', 'DOLLY GIRL LUNCH BOX'})",0.070175439,0.087719298,0.070175439,1,11.4,0.064019698,inf,Australia
"frozenset({'CIRCUS PARADE LUNCH BOX ', 'DOLLY GIRL LUNCH BOX'})","frozenset({'REGENCY CAKESTAND 3 TIER', 'HOMEMADE JAM SCENTED CANDLES'})",0.087719298,0.070175439,0.070175439,0.8,11.4,0.064019698,4.649122807,Australia
frozenset({'REGENCY CAKESTAND 3 TIER'}),"frozenset({'CIRCUS PARADE LUNCH BOX ', 'HOMEMADE JAM SCENTED CANDLES', 'DOLLY GIRL LUNCH BOX'})",0.105263158,0.070175439,0.070175439,0.666666667,9.5,0.06278855,2.789473684,Australia
frozenset({'HOMEMADE JAM SCENTED CANDLES'}),"frozenset({'REGENCY CAKESTAND 3 TIER', 'CIRCUS PARADE LUNCH BOX ', 'DOLLY GIRL LUNCH BOX'})",0.087719298,0.070175439,0.070175439,0.8,11.4,0.064019698,4.649122807,Australia
frozenset({'DOLLY GIRL LUNCH BOX'}),"frozenset({'REGENCY CAKESTAND 3 TIER', 'HOMEMADE JAM SCENTED CANDLES', 'CIRCUS PARADE LUNCH BOX '})",0.105263158,0.070175439,0.070175439,0.666666667,9.5,0.06278855,2.789473684,Australia
frozenset({'CIRCUS PARADE LUNCH BOX '}),"frozenset({'REGENCY CAKESTAND 3 TIER', 'HOMEMADE JAM SCENTED CANDLES', 'DOLLY GIRL LUNCH BOX'})",0.087719298,0.070175439,0.070175439,0.8,11.4,0.064019698,4.649122807,Australia
"frozenset({'HOMEMADE JAM SCENTED CANDLES', 'ROSES REGENCY TEACUP AND SAUCER ', 'DOLLY GIRL LUNCH BOX'})",frozenset({'CIRCUS PARADE LUNCH BOX '}),0.070175439,0.087719298,0.070175439,1,11.4,0.064019698,inf,Australia
"frozenset({'HOMEMADE JAM SCENTED CANDLES', 'ROSES REGENCY TEACUP AND SAUCER ', 'CIRCUS PARADE LUNCH BOX '})",frozenset({'DOLLY GIRL LUNCH BOX'}),0.070175439,0.105263158,0.070175439,1,9.5,0.06278855,inf,Australia
"frozenset({'CIRCUS PARADE LUNCH BOX ', 'HOMEMADE JAM SCENTED CANDLES', 'DOLLY GIRL LUNCH BOX'})",frozenset({'ROSES REGENCY TEACUP AND SAUCER '}),0.070175439,0.140350877,0.070175439,1,7.125,0.060326254,inf,Australia
"frozenset({'CIRCUS PARADE LUNCH BOX ', 'ROSES REGENCY TEACUP AND SAUCER ', 'DOLLY GIRL LUNCH BOX'})",frozenset({'HOMEMADE JAM SCENTED CANDLES'}),0.070175439,0.087719298,0.070175439,1,11.4,0.064019698,inf,Australia
"frozenset({'HOMEMADE JAM SCENTED CANDLES', 'ROSES REGENCY TEACUP AND SAUCER '})","frozenset({'CIRCUS PARADE LUNCH BOX ', 'DOLLY GIRL LUNCH BOX'})",0.070175439,0.087719298,0.070175439,1,11.4,0.064019698,inf,Australia
"frozenset({'HOMEMADE JAM SCENTED CANDLES', 'DOLLY GIRL LUNCH BOX'})","frozenset({'ROSES REGENCY TEACUP AND SAUCER ', 'CIRCUS PARADE LUNCH BOX '})",0.070175439,0.070175439,0.070175439,1,14.25,0.065250846,inf,Australia
"frozenset({'HOMEMADE JAM SCENTED CANDLES', 'CIRCUS PARADE LUNCH BOX '})","frozenset({'ROSES REGENCY TEACUP AND SAUCER ', 'DOLLY GIRL LUNCH BOX'})",0.070175439,0.087719298,0.070175439,1,11.4,0.064019698,inf,Australia
"frozenset({'ROSES REGENCY TEACUP AND SAUCER ', 'DOLLY GIRL LUNCH BOX'})","frozenset({'HOMEMADE JAM SCENTED CANDLES', 'CIRCUS PARADE LUNCH BOX '})",0.087719298,0.070175439,0.070175439,0.8,11.4,0.064019698,4.649122807,Australia
"frozenset({'ROSES REGENCY TEACUP AND SAUCER ', 'CIRCUS PARADE LUNCH BOX '})","frozenset({'HOMEMADE JAM SCENTED CANDLES', 'DOLLY GIRL LUNCH BOX'})",0.070175439,0.070175439,0.070175439,1,14.25,0.065250846,inf,Australia
"frozenset({'CIRCUS PARADE LUNCH BOX ', 'DOLLY GIRL LUNCH BOX'})","frozenset({'HOMEMADE JAM SCENTED CANDLES', 'ROSES REGENCY TEACUP AND SAUCER '})",0.087719298,0.070175439,0.070175439,0.8,11.4,0.064019698,4.649122807,Australia
frozenset({'HOMEMADE JAM SCENTED CANDLES'}),"frozenset({'CIRCUS PARADE LUNCH BOX ', 'ROSES REGENCY TEACUP AND SAUCER ', 'DOLLY GIRL LUNCH BOX'})",0.087719298,0.070175439,0.070175439,0.8,11.4,0.064019698,4.649122807,Australia
frozenset({'ROSES REGENCY TEACUP AND SAUCER '}),"frozenset({'CIRCUS PARADE LUNCH BOX ', 'HOMEMADE JAM SCENTED CANDLES', 'DOLLY GIRL LUNCH BOX'})",0.140350877,0.070175439,0.070175439,0.5,7.125,0.060326254,1.859649123,Australia
frozenset({'DOLLY GIRL LUNCH BOX'}),"frozenset({'HOMEMADE JAM SCENTED CANDLES', 'ROSES REGENCY TEACUP AND SAUCER ', 'CIRCUS PARADE LUNCH BOX '})",0.105263158,0.070175439,0.070175439,0.666666667,9.5,0.06278855,2.789473684,Australia
frozenset({'CIRCUS PARADE LUNCH BOX '}),"frozenset({'HOMEMADE JAM SCENTED CANDLES', 'ROSES REGENCY TEACUP AND SAUCER ', 'DOLLY GIRL LUNCH BOX'})",0.087719298,0.070175439,0.070175439,0.8,11.4,0.064019698,4.649122807,Australia
"frozenset({'SPACEBOY LUNCH BOX ', 'HOMEMADE JAM SCENTED CANDLES', 'DOLLY GIRL LUNCH BOX'})",frozenset({'CIRCUS PARADE LUNCH BOX '}),0.070175439,0.087719298,0.070175439,1,11.4,0.064019698,inf,Australia
